;ip;network;network_name;country;city;lat;lon;browser;browser_version;os_family;os_version;mobile
45;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
46;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
47;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
48;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
49;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
50;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
51;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
52;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
53;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
54;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
55;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
56;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
57;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
58;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
59;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
60;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
61;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
62;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
63;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
64;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
65;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
66;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
67;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
68;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
69;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
70;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
71;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
72;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
73;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
74;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
75;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
76;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
77;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
78;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
79;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
80;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
81;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
82;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
83;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
84;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
85;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
86;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
87;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
88;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
89;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
90;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
91;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
92;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
93;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
94;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
95;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
96;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
97;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
98;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
99;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
100;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
101;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
102;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
103;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
104;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
105;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
106;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
107;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
108;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
109;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
110;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
111;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
112;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
113;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
114;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
115;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
116;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
117;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
118;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
119;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
120;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
121;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
122;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
123;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
124;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
125;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
126;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
127;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
128;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
129;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
130;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
131;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
132;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
133;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
134;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
135;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
136;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
137;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
138;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
139;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
140;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
141;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
142;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
143;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
144;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
145;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
146;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
147;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
148;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
149;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
150;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
151;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
152;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
153;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
154;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
155;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
156;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
157;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
158;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
159;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
160;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
161;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
162;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
163;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
164;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
165;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
166;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
167;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
168;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
169;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
170;188.234.164.151;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
