;ip;country;city;lat;lon;network;network_name;os_family;os_version;browser;browser_version;mobile;device_id;login
26;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;c7e0c4435991bbe840d321c5ace43497f2db097d
27;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;e700a38fa45e4e9d0a90ae09460f57e4bd07b21f
28;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;098b25fe8264f9e2b4a9d55cfd27283d90034a33
29;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;156213b96ee2a0b2bcee82ba3280f260f358144f
30;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;1a7ac94cc19cfc259e4de837b319415ea894764e
31;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;81ac546603fd7563a77b897c49d1c42171f163c8
32;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;10;Chrome; 66.0.3359;False;1a337b50-d8c7-49bd-8460-949f758f05ab;b234f4f80d603eebf44d42bad65872ca6a5d4338
33;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 68.0.3440;False;26023b66-e3f5-4496-884b-e881adb2d793;6893bea76a2aaeb4a92fe4a6feaa56e981299712
34;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 68.0.3440;False;26023b66-e3f5-4496-884b-e881adb2d793;87b58479fe10e1d5becb7855c0e0a17632af93bc
35;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;0c908178c9de44cf4af9f579fb5794b697979a81
36;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;1524e0d1c1a4c51c7cde13da1f5f1c46eedfca52
37;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;28b2fa1c0b48a5fa894e0f4c391882b8c8adc2d4
38;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;4243202797b29be838e94b6b061c7bcce997c64a
39;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;53e47e39ace11a4326d448b9707cf354488479ee
40;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;6893bea76a2aaeb4a92fe4a6feaa56e981299712
41;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;87b58479fe10e1d5becb7855c0e0a17632af93bc
42;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;b8636b5148bdea804ef6df1ccc408a7520ec57b4
43;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;d21e16e4f73eee03a4af84277fa2d2c7450842f6
44;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;74874d64502d4ff2ad01908e0f7a2567499a2b5d
45;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;0d34da682c9e8163585b2d8ffd9fa96797df3ab9
46;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;5e6facde440106120423a380a4c3b568fef7830a
47;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;80d9b10fbe5cce0e1414241f4ac8400059465fbc
48;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;28f18fb02ee455537cdf0758483aa041b3074b86
49;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;786f2fee7f08d4b726a63a12ce58dd84a67147d8
50;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;cd2dd90ea6cb1d4c458ada92a51f71d10d4877a6
51;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;28fad1a7e39053ffd232ce088878e245a217bc0a
52;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;109c2a30da7fbccbbab2e57a7afcb46a35ae9110
53;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;642fca9383fd882048488d6d75e2a4bed6f4d770
54;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;81a40510e56e62018a978454daf7058f7107df24
55;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 67.0.3396;False;26023b66-e3f5-4496-884b-e881adb2d793;33de096020ccde47dc4e1b503b8c57d66b0f7c88
56;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;786f2fee7f08d4b726a63a12ce58dd84a67147d8
57;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;d21e16e4f73eee03a4af84277fa2d2c7450842f6
58;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;74874d64502d4ff2ad01908e0f7a2567499a2b5d
59;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;dc5c14655a3c0c90678b93f5390fca04f1cbe2db
60;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;273e6429a6f100c3cd628f9381ddd1fce46eb922
61;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;79c64efd0baae5a6b3ac1daa14d9e5dde19415d1
62;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;9aeaa5afe4cfd5492d8e70dc251e7e7cc1bb5edf
63;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;7d264fda74bfcb8de00b7bc262c50aa67ffba6f2
64;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Chrome; 66.0.3359;False;26023b66-e3f5-4496-884b-e881adb2d793;109c2a30da7fbccbbab2e57a7afcb46a35ae9110
65;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;1524e0d1c1a4c51c7cde13da1f5f1c46eedfca52
66;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;15f01a7a58ae98ac6d39aaca6b6abab2768973a1
67;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;273e6429a6f100c3cd628f9381ddd1fce46eb922
68;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;277637fa075c853c7452f437398dbfc195d9f872
69;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;28b2fa1c0b48a5fa894e0f4c391882b8c8adc2d4
70;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;35bbd99057af9fc49dd04a0fcb0a36f90abda1bf
71;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;50e87c1691aba2e93c2b4745f602da71eeb3a87a
72;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;53e47e39ace11a4326d448b9707cf354488479ee
73;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;55ab60a1b24ffc5b65318362b3e1ed9f4cb43987
74;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;5f86e07a73c0928e5aecc3a1751590e08c6df8fc
75;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;6893bea76a2aaeb4a92fe4a6feaa56e981299712
76;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;87b58479fe10e1d5becb7855c0e0a17632af93bc
77;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;9edbf22cf26fd755d139cf3d963d1afb2ac4984c
78;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;ae717d2cfd5439b1b312c394c0d4dc72a4c7695b
79;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;429fbfbbf1149c5acc874e0d2d3d6192001ec337
80;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;79c64efd0baae5a6b3ac1daa14d9e5dde19415d1
81;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;18b2221ddcab1c9f513a4f7f64b5030b28fabd8b
82;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;8835924e9702ace1f32cff4d11e3cc0a1b1461dd
83;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;aeae2e0027d83475dc55f993f136161b4a75ae04
84;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;ea9fa371f24ac119ce9230917c6a397642c3c5bd
85;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;1d591fa7cda20793f3670611a9644f224c7f6240
86;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;429fbfbbf1149c5acc874e0d2d3d6192001ec337
87;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;273e6429a6f100c3cd628f9381ddd1fce46eb922
88;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;fe09a28c299647bdcf991f7de75ec43160418338
89;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;dc5c14655a3c0c90678b93f5390fca04f1cbe2db
90;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;dc8ec3a90e310797640442d7154ea24ef174e411
91;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;73540068f0796c99ff6380d5ec0dca0b788908a0
92;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;81a40510e56e62018a978454daf7058f7107df24
93;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;9665a501877d5616f0f31da87d6e514384ee4abd
94;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;1b0edbb63dcfefe7e05645dd313db21afe100aa7
95;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;6ed49b11c84edb24d4b37fe7cf2e6f64ec73d966
96;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;d21e16e4f73eee03a4af84277fa2d2c7450842f6
97;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 60.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;74874d64502d4ff2ad01908e0f7a2567499a2b5d
98;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 59.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;74874d64502d4ff2ad01908e0f7a2567499a2b5d
99;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 59.0;False;5b8f7eaf-4a6c-464e-9bf2-bef56130c587;fbe8ab95af256b53d02b428d2ed4f4ec65f889a6
100;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;6bc8f29e-c37d-47dd-8b48-83717fdac90d;273e6429a6f100c3cd628f9381ddd1fce46eb922
101;188.234.164.151;Russia;Tomsk;56.49771;84.97437;188.234.160.0/21;ERTH-TOMSK-PPPOE-3-NET;Windows;7;Firefox; 61.0;False;6bc8f29e-c37d-47dd-8b48-83717fdac90d;429fbfbbf1149c5acc874e0d2d3d6192001ec337
